# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "exon" "-g" "Name" "-a" "NCTC8325.gff3.gz" "-o" "counts.tsv" "SRR935091.sorted.bam" "SRR935090.sorted.bam" "SRR935092.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR935091.sorted.bam	SRR935090.sorted.bam	SRR935092.sorted.bam
ABD31568-1	Chromosome	2349715	2349891	-	177	0	0	0
ABD31569-1	Chromosome	2350014	2350880	-	867	1	1	1
ABD31570-1	Chromosome	2351097	2351987	-	891	1	0	0
ABD31571-1	Chromosome	2352262	2352564	+	303	0	0	0
ABD31572-1	Chromosome	2352578	2352988	+	411	0	0	0
ABD31573-1	Chromosome	2352985	2354700	+	1716	0	0	0
EBG00001047335-1	Chromosome	2353136	2353438	+	303	0	0	0
ABD31574-1	Chromosome	2354713	2355165	+	453	1	0	0
ABD31575-1	Chromosome	2355158	2355847	+	690	0	0	0
ABD31576-1	Chromosome	2355860	2356474	+	615	0	1	2
ABD31577-1	Chromosome	2356474	2357310	+	837	0	0	1
ABD31578-1	Chromosome	2357499	2357846	-	348	0	9	17
ABD31579-1	Chromosome	2358144	2358323	+	180	0	0	0
ABD31580-1	Chromosome	2358274	2358600	-	327	1	1	2
ABD31581-1	Chromosome	2358664	2359407	-	744	0	0	0
ABD31582-1	Chromosome	2359433	2361388	-	1956	0	0	0
ABD31583-1	Chromosome	2361998	2362801	+	804	14	39	82
ABD31584-1	Chromosome	2362818	2363060	-	243	1	1	0
ABD31585-1	Chromosome	2363234	2364634	-	1401	0	2	7
ABD31586-1	Chromosome	2364729	2365811	-	1083	2	3	7
ABD31587-1	Chromosome	2366059	2366481	+	423	0	0	2
ABD31588-1	Chromosome	2366718	2367218	+	501	1	3	12
ABD32070-1	Chromosome	2367266	2367523	+	258	1	0	0
ABD31589-1	Chromosome	2367580	2368533	+	954	3	4	11
ABD31590-1	Chromosome	2368625	2369749	-	1125	0	2	5
ABD31591-1	Chromosome	2370060	2370698	-	639	0	6	9
ABD32071-1	Chromosome	2370858	2371091	-	234	0	2	4
ABD31592-1	Chromosome	2371319	2371792	-	474	1	1	5
ABD31593-1	Chromosome	2371792	2374746	-	2955	0	14	10
ABD31594-1	Chromosome	2375348	2376271	-	924	0	2	0
ABD31595-1	Chromosome	2376428	2377225	-	798	0	0	0
EBG00001047310-1	Chromosome	2377319	2377462	+	144	0	0	0
ABD31596-1	Chromosome	2377610	2378302	+	693	1	0	2
ABD31597-1	Chromosome	2378658	2378972	+	315	0	0	0
ABD31598-1	Chromosome	2378949	2379686	-	738	0	3	7
ABD31599-1	Chromosome	2379510	2380064	+	555	0	0	0
ABD31600-1	Chromosome	2380509	2381381	+	873	2	3	3
ABD31601-1	Chromosome	2381768	2383147	-	1380	3	6	14
ABD31602-1	Chromosome	2383427	2383783	+	357	1	1	3
ABD31603-1	Chromosome	2383780	2383965	+	186	0	0	0
ABD31604-1	Chromosome	2384061	2384252	-	192	0	0	0
ABD31605-1	Chromosome	2384263	2384898	-	636	1	1	1
ABD31606-1	Chromosome	2384973	2385890	-	918	0	2	0
ABD31607-1	Chromosome	2386157	2386687	+	531	0	0	0
ABD31608-1	Chromosome	2386753	2388357	-	1605	0	0	1
ABD31609-1	Chromosome	2388687	2389451	+	765	3	0	1
ABD31610-1	Chromosome	2389509	2390015	-	507	6	0	2
ABD31611-1	Chromosome	2390182	2391393	-	1212	4	2	2
ABD31612-1	Chromosome	2391278	2391637	+	360	0	0	1
ABD31613-1	Chromosome	2391720	2392289	-	570	1	0	0
ABD31614-1	Chromosome	2392776	2393657	-	882	0	1	2
ABD31615-1	Chromosome	2393768	2394889	-	1122	0	1	0
ABD31616-1	Chromosome	2395166	2396404	-	1239	0	0	1
ABD31617-1	Chromosome	2396404	2398065	-	1662	0	0	0
ABD31618-1	Chromosome	2398225	2399109	+	885	0	0	0
ABD31619-1	Chromosome	2399531	2399950	+	420	0	0	0
ABD31620-1	Chromosome	2400206	2401141	-	936	1	0	1
ABD31621-1	Chromosome	2401431	2402690	+	1260	7	9	24
ABD31622-1	Chromosome	2402756	2403442	-	687	2	1	2
ABD31623-1	Chromosome	2403616	2404269	+	654	0	2	1
ABD32072-1	Chromosome	2404293	2404481	+	189	0	2	1
ABD31624-1	Chromosome	2404505	2405524	-	1020	0	3	8
ABD31625-1	Chromosome	2405554	2405880	-	327	0	2	2
ABD31626-1	Chromosome	2405929	2406114	-	186	0	0	0
ABD31627-1	Chromosome	2406098	2407330	-	1233	3	1	2
ABD31628-1	Chromosome	2407323	2408222	-	900	1	1	0
ABD31629-1	Chromosome	2408453	2409100	-	648	1	2	2
ABD31630-1	Chromosome	2409499	2410107	+	609	0	1	0
ABD31631-1	Chromosome	2410444	2411652	+	1209	0	2	5
ABD31632-1	Chromosome	2411700	2412749	-	1050	1	4	11
ABD31633-1	Chromosome	2412780	2413727	-	948	0	1	3
ABD31634-1	Chromosome	2413824	2414315	+	492	2	2	2
ABD31635-1	Chromosome	2414312	2414731	+	420	2	3	2
ABD31636-1	Chromosome	2414839	2415741	-	903	3	0	4
ABD31637-1	Chromosome	2415967	2416605	+	639	1	0	5
ABD31638-1	Chromosome	2416851	2418782	-	1932	2	3	8
ABD31639-1	Chromosome	2418795	2419442	-	648	0	0	1
ABD31640-1	Chromosome	2419563	2420114	+	552	0	4	1
ABD31641-1	Chromosome	2420344	2420631	-	288	0	0	0
ABD31642-1	Chromosome	2420613	2421551	-	939	0	1	0
ABD31643-1	Chromosome	2421661	2421789	-	129	0	0	0
ABD31644-1	Chromosome	2421820	2423202	-	1383	0	1	8
ABD32073-1	Chromosome	2423112	2423381	+	270	0	0	0
ABD31645-1	Chromosome	2423442	2423618	-	177	0	0	0
ABD31646-1	Chromosome	2423661	2423897	-	237	1	2	1
ABD31647-1	Chromosome	2424092	2425060	+	969	0	3	1
ABD32074-1	Chromosome	2425299	2425460	-	162	0	0	0
ABD31648-1	Chromosome	2425635	2425991	+	357	0	0	1
ABD31649-1	Chromosome	2426131	2426796	-	666	0	0	0
ABD31650-1	Chromosome	2426796	2427851	-	1056	0	0	1
ABD31651-1	Chromosome	2427987	2428661	+	675	0	0	0
ABD31652-1	Chromosome	2428654	2430027	+	1374	0	0	2
ABD31653-1	Chromosome	2430190	2430633	+	444	1	1	0
ABD31654-1	Chromosome	2430630	2431085	+	456	0	2	1
ABD31655-1	Chromosome	2431151	2432629	-	1479	4	4	3
ABD31656-1	Chromosome	2433010	2434608	-	1599	1	6	6
ABD31657-1	Chromosome	2434925	2436598	+	1674	0	2	3
ABD31658-1	Chromosome	2436751	2437380	-	630	7	1	5
ABD31659-1	Chromosome	2437694	2438209	-	516	0	1	0
ABD31660-1	Chromosome	2438502	2439404	+	903	0	4	7
ABD31661-1	Chromosome	2439450	2439785	-	336	1	1	0
ABD31662-1	Chromosome	2439887	2440921	-	1035	0	0	0
ABD31663-1	Chromosome	2440932	2441048	-	117	0	0	0
ABD31664-1	Chromosome	2441153	2441584	-	432	1	0	1
ABD31665-1	Chromosome	2441636	2441728	+	93	0	0	0
ABD31666-1	Chromosome	2441791	2443068	-	1278	0	1	0
ABD31667-1	Chromosome	2443229	2443852	+	624	0	1	2
ABD31668-1	Chromosome	2443898	2444842	+	945	0	3	6
ABD31669-1	Chromosome	2444928	2446178	-	1251	0	0	0
ABD31670-1	Chromosome	2446156	2446371	-	216	0	0	0
ABD31671-1	Chromosome	2446357	2446938	+	582	0	0	2
ABD31672-1	Chromosome	2448426	2450531	+	2106	1	1	2
ABD31673-1	Chromosome	2450602	2451024	+	423	1	2	0
ABD31674-1	Chromosome	2451289	2451645	+	357	3	0	5
ABD31675-1	Chromosome	2452049	2453326	-	1278	7	12	16
ABD31676-1	Chromosome	2453508	2453873	-	366	0	1	1
ABD31677-1	Chromosome	2454271	2454717	+	447	0	3	8
ABD31678-1	Chromosome	2454933	2455361	+	429	0	4	4
ABD31679-1	Chromosome	2455468	2456637	-	1170	0	0	2
ABD31680-1	Chromosome	2457007	2457645	+	639	0	0	0
ABD31681-1	Chromosome	2457715	2457921	+	207	0	0	0
ABD31682-1	Chromosome	2457900	2458640	+	741	0	0	0
ABD31683-1	Chromosome	2458898	2459500	-	603	0	1	0
ABD31684-1	Chromosome	2459574	2460608	-	1035	0	4	2
ABD31685-1	Chromosome	2460632	2461084	-	453	0	1	1
ABD31686-1	Chromosome	2461104	2461781	-	678	1	0	0
ABD31687-1	Chromosome	2461774	2462364	-	591	0	0	0
ABD31688-1	Chromosome	2462342	2463787	-	1446	1	0	0
ABD31689-1	Chromosome	2463891	2467580	-	3690	0	0	0
ABD31690-1	Chromosome	2467889	2468866	-	978	1	0	0
ABD31691-1	Chromosome	2468857	2469171	-	315	0	0	0
ABD31692-1	Chromosome	2469175	2471580	-	2406	0	0	0
ABD31693-1	Chromosome	2471646	2472377	-	732	0	0	0
ABD31694-1	Chromosome	2472607	2473143	-	537	0	0	2
ABD31695-1	Chromosome	2473376	2474200	-	825	2	2	5
ABD31696-1	Chromosome	2474417	2474599	-	183	0	1	0
ABD31697-1	Chromosome	2474683	2475150	-	468	0	0	0
ABD31698-1	Chromosome	2475336	2476886	-	1551	0	0	10
ABD31699-1	Chromosome	2477181	2477447	-	267	0	2	1
ABD31700-1	Chromosome	2477447	2477698	-	252	0	0	1
ABD31701-1	Chromosome	2477863	2477964	-	102	0	0	0
ABD31702-1	Chromosome	2477971	2478570	-	600	0	0	3
ABD31703-1	Chromosome	2478589	2478939	-	351	0	1	0
ABD31704-1	Chromosome	2479206	2480456	+	1251	0	0	1
ABD31705-1	Chromosome	2480553	2481284	-	732	6	14	9
ABD31706-1	Chromosome	2481281	2482000	-	720	0	12	9
ABD31707-1	Chromosome	2481981	2482760	-	780	1	9	14
ABD31708-1	Chromosome	2482881	2484239	-	1359	0	1	0
ABD31709-1	Chromosome	2484250	2484393	-	144	1	0	0
ABD31710-1	Chromosome	2484494	2484598	+	105	0	0	2
ABD31711-1	Chromosome	2484752	2485438	-	687	8	13	2
ABD31712-1	Chromosome	2485765	2486631	-	867	1	2	3
ABD31713-1	Chromosome	2487184	2487288	-	105	0	0	0
ABD31714-1	Chromosome	2487383	2488693	+	1311	2	7	12
ABD31715-1	Chromosome	2488633	2488815	-	183	0	0	0
ABD31716-1	Chromosome	2489229	2490158	+	930	0	1	0
ABD31717-1	Chromosome	2490726	2491673	+	948	0	0	0
ABD31718-1	Chromosome	2491675	2492652	+	978	1	0	0
ABD31719-1	Chromosome	2492704	2493171	-	468	0	0	0
ABD31720-1	Chromosome	2493182	2493874	-	693	0	0	0
ABD31721-1	Chromosome	2493885	2495000	-	1116	0	0	1
ABD31722-1	Chromosome	2494978	2495985	-	1008	0	0	0
ABD31723-1	Chromosome	2495987	2497345	-	1359	0	0	0
ABD31724-1	Chromosome	2497323	2498009	-	687	1	0	0
ABD32075-1	Chromosome	2498063	2498230	-	168	0	0	0
EBG00001047235-1	Chromosome	2498109	2498395	-	287	0	0	0
ABD31725-1	Chromosome	2498230	2498373	-	144	0	0	0
ABD31726-1	Chromosome	2498461	2500194	-	1734	0	2	0
ABD31727-1	Chromosome	2500219	2501982	-	1764	0	0	0
ABD31728-1	Chromosome	2502476	2502583	-	108	0	0	0
EBG00001047416-1	Chromosome	2502578	2502674	-	97	0	0	0
ABD31729-1	Chromosome	2502610	2502717	-	108	0	0	0
ABD31730-1	Chromosome	2502851	2503237	-	387	0	0	0
ABD31731-1	Chromosome	2503505	2504647	+	1143	9	4	1
ABD31732-1	Chromosome	2504707	2505366	+	660	4	1	3
ABD31733-1	Chromosome	2505548	2506759	+	1212	3	7	7
ABD31734-1	Chromosome	2506882	2507355	-	474	0	0	1
ABD31735-1	Chromosome	2507555	2508124	+	570	0	0	1
ABD31736-1	Chromosome	2508187	2508993	-	807	0	0	0
ABD31737-1	Chromosome	2509280	2510689	+	1410	1	0	0
ABD31738-1	Chromosome	2510827	2512905	+	2079	0	4	4
ABD31739-1	Chromosome	2512984	2513085	-	102	0	0	0
ABD31740-1	Chromosome	2513045	2514874	-	1830	1	4	7
ABD31741-1	Chromosome	2514968	2515072	-	105	0	0	0
ABD31742-1	Chromosome	2515106	2516602	+	1497	2	3	2
ABD31743-1	Chromosome	2516694	2517545	-	852	7	4	10
ABD31744-1	Chromosome	2517701	2517898	+	198	0	0	0
ABD31745-1	Chromosome	2517867	2518802	-	936	7	5	0
ABD31746-1	Chromosome	2519028	2520428	-	1401	43	6	9
ABD31747-1	Chromosome	2520722	2521417	-	696	1	1	0
ABD31748-1	Chromosome	2521417	2522358	-	942	0	0	0
ABD31749-1	Chromosome	2522375	2523010	-	636	1	0	0
ABD31750-1	Chromosome	2523007	2524233	-	1227	0	0	2
ABD31751-1	Chromosome	2524560	2524679	-	120	0	0	0
ABD31752-1	Chromosome	2524759	2524899	-	141	0	0	0
ABD31753-1	Chromosome	2524903	2525502	-	600	2	0	1
ABD31754-1	Chromosome	2525682	2527319	+	1638	4	0	0
ABD31755-1	Chromosome	2527927	2529279	+	1353	1	2	1
ABD31756-1	Chromosome	2529341	2530468	-	1128	1	3	4
ABD31757-1	Chromosome	2530924	2531700	-	777	0	0	0
ABD31758-1	Chromosome	2531693	2532355	-	663	0	0	1
ABD31759-1	Chromosome	2532603	2533679	-	1077	4	1	5
ABD31760-1	Chromosome	2534034	2534300	-	267	0	0	2
ABD31761-1	Chromosome	2534300	2534557	-	258	1	2	4
ABD31762-1	Chromosome	2534663	2534857	-	195	0	0	0
ABD31763-1	Chromosome	2534916	2535371	+	456	0	2	14
ABD31764-1	Chromosome	2535539	2537116	-	1578	2	4	2
ABD31765-1	Chromosome	2537311	2538060	+	750	4	0	1
ABD31766-1	Chromosome	2538284	2539477	-	1194	1	0	0
ABD31767-1	Chromosome	2539489	2540238	-	750	0	0	1
ABD31768-1	Chromosome	2540231	2541046	-	816	0	0	0
ABD31769-1	Chromosome	2541043	2541912	-	870	0	0	1
ABD31770-1	Chromosome	2541909	2542844	-	936	0	0	2
ABD31771-1	Chromosome	2542857	2544455	-	1599	0	3	2
ABD31772-1	Chromosome	2544598	2545812	-	1215	0	0	0
ABD31773-1	Chromosome	2545892	2546710	-	819	0	0	0
ABD31774-1	Chromosome	2546721	2547542	-	822	0	0	1
ABD31775-1	Chromosome	2548409	2548774	-	366	0	0	0
ABD31776-1	Chromosome	2549037	2549675	-	639	0	1	0
ABD31777-1	Chromosome	2550088	2551626	+	1539	0	5	7
ABD31778-1	Chromosome	2551738	2552160	-	423	0	0	0
ABD31779-1	Chromosome	2552612	2553031	-	420	0	1	0
ABD31780-1	Chromosome	2553049	2553468	-	420	0	0	0
ABD32076-1	Chromosome	2553422	2553643	+	222	0	0	0
ABD31781-1	Chromosome	2553735	2554157	-	423	0	1	1
ABD31782-1	Chromosome	2554408	2555103	-	696	0	1	0
ABD31783-1	Chromosome	2555392	2555673	+	282	0	0	1
ABD31784-1	Chromosome	2555609	2555794	+	186	0	0	0
ABD31785-1	Chromosome	2555933	2556124	-	192	0	0	1
EBG00001047298-1	Chromosome	2556335	2556409	-	75	0	0	0
ABD31786-1	Chromosome	2556559	2556681	+	123	0	0	0
ABD31787-1	Chromosome	2556685	2557479	-	795	0	0	0
ABD31788-1	Chromosome	2558015	2558302	-	288	0	0	0
ABD31789-1	Chromosome	2558305	2558631	-	327	0	0	0
ABD31790-1	Chromosome	2558631	2558924	-	294	1	0	0
ABD31791-1	Chromosome	2558843	2559955	-	1113	1	0	0
ABD31792-1	Chromosome	2559952	2560737	-	786	0	0	0
ABD31793-1	Chromosome	2560849	2561550	-	702	0	0	1
ABD31794-1	Chromosome	2561928	2564789	-	2862	0	4	7
ABD31795-1	Chromosome	2564791	2565183	-	393	0	0	0
ABD31796-1	Chromosome	2565300	2567108	+	1809	2	3	3
ABD31797-1	Chromosome	2567392	2567658	+	267	1	0	1
ABD31798-1	Chromosome	2567802	2568110	+	309	0	0	0
ABD31799-1	Chromosome	2568218	2568451	-	234	0	0	0
ABD31800-1	Chromosome	2568432	2569625	-	1194	0	0	2
ABD31801-1	Chromosome	2570009	2574892	-	4884	0	3	1
ABD31802-1	Chromosome	2575197	2575517	-	321	0	0	0
ABD31803-1	Chromosome	2575879	2576622	+	744	0	0	0
ABD31804-1	Chromosome	2576833	2577615	-	783	0	1	4
ABD31805-1	Chromosome	2577879	2580632	-	2754	1	6	6
ABD31806-1	Chromosome	2581383	2584355	-	2973	1	0	0
ABD31807-1	Chromosome	2584423	2584524	-	102	0	0	0
ABD31808-1	Chromosome	2584573	2584875	-	303	0	0	0
ABD31809-1	Chromosome	2584907	2586265	-	1359	1	0	1
ABD31810-1	Chromosome	2586382	2587935	-	1554	0	0	1
ABD31811-1	Chromosome	2587959	2588639	-	681	0	0	0
ABD31812-1	Chromosome	2588793	2589557	-	765	0	2	6
ABD31813-1	Chromosome	2589722	2590414	-	693	0	0	1
ABD31814-1	Chromosome	2590645	2591061	-	417	1	0	0
ABD31815-1	Chromosome	2591200	2592045	-	846	2	0	0
ABD31816-1	Chromosome	2591843	2593093	-	1251	3	0	1
ABD31817-1	Chromosome	2593502	2594779	-	1278	0	3	4
ABD31818-1	Chromosome	2595326	2595937	+	612	0	0	0
ABD31819-1	Chromosome	2595946	2596044	-	99	0	0	0
ABD31820-1	Chromosome	2596034	2597197	-	1164	0	0	0
ABD31821-1	Chromosome	2597190	2597648	-	459	0	0	0
ABD31822-1	Chromosome	2598082	2598777	+	696	0	7	7
ABD31823-1	Chromosome	2598779	2599549	+	771	0	5	2
ABD31824-1	Chromosome	2599922	2601886	+	1965	1	0	1
ABD32077-1	Chromosome	2601899	2602111	+	213	0	0	0
EBG00001047332-1	Chromosome	2601920	2602009	+	90	0	0	0
ABD31825-1	Chromosome	2602404	2603309	+	906	1	2	4
ABD31826-1	Chromosome	2603414	2604007	-	594	0	0	0
ABD31827-1	Chromosome	2604029	2604901	-	873	0	0	0
ABD31828-1	Chromosome	2605075	2605509	-	435	1	1	2
ABD31829-1	Chromosome	2605736	2606020	+	285	0	0	1
ABD31830-1	Chromosome	2606191	2606997	+	807	0	1	0
ABD31831-1	Chromosome	2607117	2607788	-	672	0	2	3
ABD31832-1	Chromosome	2608103	2609050	+	948	4	2	2
ABD31833-1	Chromosome	2609299	2610099	-	801	1	0	0
ABD31834-1	Chromosome	2610420	2611055	+	636	0	0	0
ABD31835-1	Chromosome	2611061	2611792	+	732	0	0	0
ABD31836-1	Chromosome	2611952	2612572	-	621	0	1	3
ABD31837-1	Chromosome	2612766	2613257	+	492	0	3	1
ABD31838-1	Chromosome	2613695	2613865	-	171	0	0	0
ABD31839-1	Chromosome	2613927	2614025	-	99	0	0	0
ABD31840-1	Chromosome	2614044	2614943	-	900	0	0	2
ABD31841-1	Chromosome	2614957	2615637	-	681	0	0	1
ABD31842-1	Chromosome	2615640	2616635	-	996	1	0	1
ABD31843-1	Chromosome	2617234	2617437	+	204	0	0	0
ABD31844-1	Chromosome	2617620	2618555	+	936	1	3	1
ABD31845-1	Chromosome	2618637	2619605	-	969	0	1	6
ABD31846-1	Chromosome	2619738	2620082	-	345	0	0	1
ABD31847-1	Chromosome	2620124	2620534	-	411	0	0	0
ABD31848-1	Chromosome	2620914	2622980	-	2067	0	4	3
ABD31849-1	Chromosome	2623281	2625020	-	1740	0	5	37
ABD31850-1	Chromosome	2625067	2625756	-	690	0	0	20
ABD31851-1	Chromosome	2625749	2626144	-	396	0	0	3
ABD31852-1	Chromosome	2626357	2627184	-	828	0	3	0
ABD31853-1	Chromosome	2627402	2627620	+	219	35	20	47
EBG00001047326-1	Chromosome	2627630	2627682	-	53	0	0	0
ABD31854-1	Chromosome	2628010	2628441	+	432	2	1	4
ABD31855-1	Chromosome	2628706	2628810	-	105	0	0	0
ABD31856-1	Chromosome	2628973	2629107	-	135	0	0	0
ABD31857-1	Chromosome	2629201	2629458	-	258	0	0	1
ABD31858-1	Chromosome	2630037	2631314	-	1278	2	2	6
ABD31859-1	Chromosome	2631568	2632734	+	1167	7	11	30
ABD31860-1	Chromosome	2632904	2633425	-	522	0	0	0
ABD31861-1	Chromosome	2633834	2635939	+	2106	0	1	0
ABD31862-1	Chromosome	2636008	2636178	-	171	0	0	0
ABD31863-1	Chromosome	2636191	2638185	-	1995	0	0	1
ABD31864-1	Chromosome	2638197	2638424	-	228	0	0	0
ABD31865-1	Chromosome	2638640	2641108	-	2469	0	1	8
ABD31866-1	Chromosome	2641274	2641822	+	549	0	0	1
ABD31867-1	Chromosome	2641899	2642066	-	168	0	0	0
ABD31868-1	Chromosome	2642178	2643722	-	1545	0	1	4
ABD31869-1	Chromosome	2643912	2644511	-	600	0	0	1
ABD31870-1	Chromosome	2644750	2644941	+	192	0	0	0
ABD31871-1	Chromosome	2645181	2647589	+	2409	0	3	4
ABD31872-1	Chromosome	2647869	2648075	+	207	0	1	3
ABD31873-1	Chromosome	2648165	2649163	-	999	0	1	0
ABD31874-1	Chromosome	2649186	2650340	-	1155	0	0	1
ABD31875-1	Chromosome	2650767	2652275	-	1509	0	0	0
ABD31876-1	Chromosome	2652287	2653150	-	864	1	0	0
ABD31877-1	Chromosome	2653187	2654314	-	1128	0	0	0
ABD31878-1	Chromosome	2654320	2655813	-	1494	1	0	0
ABD31879-1	Chromosome	2655806	2656294	-	489	0	0	0
ABD31880-1	Chromosome	2656469	2657236	-	768	2	3	1
ABD31881-1	Chromosome	2657597	2659408	-	1812	17	12	15
ABD31882-1	Chromosome	2659920	2660408	-	489	0	0	0
ABD31883-1	Chromosome	2660684	2661385	-	702	159	84	154
ABD31884-1	Chromosome	2661993	2663048	-	1056	2	0	0
ABD31885-1	Chromosome	2663175	2663303	-	129	0	0	0
ABD31886-1	Chromosome	2663260	2663397	+	138	0	0	0
ABD31887-1	Chromosome	2663458	2664027	+	570	0	0	1
ABD31888-1	Chromosome	2664225	2664725	+	501	0	0	0
ABD31889-1	Chromosome	2664945	2665175	+	231	0	0	0
ABD31890-1	Chromosome	2665325	2665702	-	378	1	0	0
ABD31891-1	Chromosome	2665719	2666540	-	822	0	0	0
ABD31892-1	Chromosome	2666560	2666859	-	300	0	0	0
ABD31893-1	Chromosome	2666990	2667547	+	558	0	0	0
ABD31894-1	Chromosome	2667540	2668244	+	705	0	0	0
ABD31895-1	Chromosome	2668342	2669352	+	1011	0	1	1
ABD31896-1	Chromosome	2669372	2670202	+	831	0	1	1
ABD31897-1	Chromosome	2670349	2671239	-	891	0	0	0
ABD31898-1	Chromosome	2671337	2671855	-	519	0	0	0
ABD31899-1	Chromosome	2671852	2672655	-	804	0	0	0
ABD31900-1	Chromosome	2672670	2673776	-	1107	0	0	0
ABD31901-1	Chromosome	2674110	2674406	-	297	0	0	0
ABD31902-1	Chromosome	2674394	2674762	-	369	0	0	1
ABD31903-1	Chromosome	2674777	2675055	-	279	1	0	1
ABD31904-1	Chromosome	2675397	2676263	-	867	0	0	0
ABD31905-1	Chromosome	2676481	2677545	+	1065	1	5	9
ABD31906-1	Chromosome	2677700	2677975	+	276	1	1	4
ABD31907-1	Chromosome	2678161	2678883	-	723	2	2	2
ABD31908-1	Chromosome	2679237	2679686	+	450	1	2	4
ABD31909-1	Chromosome	2679767	2680354	-	588	0	0	1
ABD31910-1	Chromosome	2680332	2680430	-	99	0	0	0
ABD31911-1	Chromosome	2680487	2682169	+	1683	1	0	0
ABD31912-1	Chromosome	2682298	2682669	-	372	0	0	2
ABD31913-1	Chromosome	2682683	2683534	-	852	2	2	2
ABD31914-1	Chromosome	2683527	2684318	-	792	1	1	6
ABD31915-1	Chromosome	2684418	2685278	+	861	1	0	3
ABD31916-1	Chromosome	2685364	2686068	-	705	0	2	2
ABD31917-1	Chromosome	2686346	2687305	-	960	5	1	13
ABD32078-1	Chromosome	2687866	2688060	-	195	0	0	0
ABD31918-1	Chromosome	2687992	2689440	+	1449	0	5	0
ABD31919-1	Chromosome	2689521	2690858	-	1338	0	0	0
ABD31920-1	Chromosome	2691116	2691532	+	417	0	0	0
ABD31921-1	Chromosome	2691655	2692545	+	891	5	20	43
ABD31922-1	Chromosome	2692738	2694234	-	1497	17	100	187
ABD31923-1	Chromosome	2694530	2694859	+	330	0	0	1
ABD31924-1	Chromosome	2694919	2696517	-	1599	2	5	13
ABD31925-1	Chromosome	2696711	2697154	-	444	0	0	1
ABD31926-1	Chromosome	2697435	2697647	-	213	0	0	3
ABD31927-1	Chromosome	2697925	2699634	-	1710	3	2	1
ABD31928-1	Chromosome	2699895	2701385	-	1491	2	3	0
ABD31929-1	Chromosome	2701454	2701549	+	96	0	0	0
ABD31930-1	Chromosome	2701638	2702201	+	564	0	3	0
ABD31931-1	Chromosome	2702389	2703075	-	687	1	0	0
ABD31932-1	Chromosome	2703339	2704943	-	1605	0	2	0
ABD31933-1	Chromosome	2705093	2705254	+	162	0	0	0
ABD31934-1	Chromosome	2705270	2705380	-	111	0	0	0
ABD31935-1	Chromosome	2705480	2706016	-	537	0	0	0
ABD31936-1	Chromosome	2706013	2707863	-	1851	0	2	1
ABD31937-1	Chromosome	2708110	2709480	-	1371	0	0	0
ABD31938-1	Chromosome	2709802	2709897	-	96	0	0	0
ABD31939-1	Chromosome	2709973	2710578	-	606	0	1	5
ABD31940-1	Chromosome	2710641	2712521	-	1881	2	0	5
ABD31941-1	Chromosome	2712716	2712808	+	93	0	0	0
ABD31942-1	Chromosome	2712916	2713413	-	498	0	0	0
ABD32079-1	Chromosome	2713423	2713683	-	261	0	0	0
ABD31943-1	Chromosome	2714065	2714178	-	114	0	0	0
ABD32080-1	Chromosome	2714168	2714338	+	171	0	0	0
ABD31944-1	Chromosome	2714837	2716837	-	2001	1	2	3
ABD31945-1	Chromosome	2716834	2717589	-	756	1	0	1
ABD31946-1	Chromosome	2717697	2718584	-	888	0	0	0
ABD31947-1	Chromosome	2718595	2719260	-	666	0	0	5
ABD31948-1	Chromosome	2719286	2719486	-	201	0	0	1
ABD32081-1	Chromosome	2719452	2719625	+	174	0	0	1
ABD31949-1	Chromosome	2719684	2721108	+	1425	0	0	1
EBG00001047397-1	Chromosome	2720467	2720570	+	104	0	0	0
ABD31950-1	Chromosome	2721178	2721288	+	111	1	1	9
ABD31951-1	Chromosome	2721391	2721846	-	456	1	0	3
ABD31952-1	Chromosome	2722091	2722852	-	762	0	0	0
ABD31953-1	Chromosome	2722968	2725601	-	2634	17	88	5
ABD31954-1	Chromosome	2725951	2726655	-	705	0	1	1
ABD31955-1	Chromosome	2726754	2727695	-	942	0	0	2
ABD31956-1	Chromosome	2727712	2729142	-	1431	0	0	0
ABD31957-1	Chromosome	2729233	2730243	-	1011	0	0	0
ABD31958-1	Chromosome	2730276	2731511	-	1236	0	0	0
ABD32082-1	Chromosome	2731688	2731855	-	168	0	0	0
ABD31959-1	Chromosome	2731858	2732307	-	450	0	0	0
ABD31960-1	Chromosome	2732674	2734170	-	1497	0	1	2
ABD31961-1	Chromosome	2734627	2735154	-	528	0	0	3
ABD31962-1	Chromosome	2735412	2735870	+	459	1	0	0
ABD31963-1	Chromosome	2736110	2737984	+	1875	0	1	2
ABD31964-1	Chromosome	2738061	2740013	+	1953	2	1	0
ABD31965-1	Chromosome	2740027	2740965	+	939	0	0	3
ABD31966-1	Chromosome	2741077	2744058	-	2982	11	21	29
ABD31967-1	Chromosome	2744269	2746128	+	1860	5	15	33
ABD31968-1	Chromosome	2746395	2746955	-	561	0	0	5
ABD31969-1	Chromosome	2747123	2749030	-	1908	5	10	15
ABD31970-1	Chromosome	2749272	2750630	-	1359	2	1	5
ABD31971-1	Chromosome	2750623	2752131	-	1509	1	3	5
ABD31972-1	Chromosome	2752149	2754539	-	2391	1	0	5
ABD31973-1	Chromosome	2754529	2755488	-	960	1	0	0
